Company Name,Equity,Ticker Symbol,E,E out of 100,S,G,ESG,EPS,Profit Margin ,Tobin's Q,Return on Asset,Return on Equity,Debt To Market Cap Ratio,Total Asset Turnover,Price to Sales Ratio
Allegion PLC,US Equity,ALLE US Equity,0.9,17,1.9,2.7,1.83333333333333,0.603333333333333,9.35098530116651,3.97810324336549,12.3890312737834,109.280350591467,0.188971113540626,1.00789328468752,3.26527888427339
Abertis Infraestructuras SA,SM Equity,ABE SM Equity,3.8,75,4,4.5,4.1,0.249541333333333,17.3077215052306,1.49238489215219,2.96432008080752,25.216091323701,0.987478616494007,0.169479404992507,3.27537534377649
Noble Energy Inc,US Equity,NBL US Equity,3,59,2.6,2.8,2.8,0.623333333333333,24.1857250909017,1.20176642553992,-5.49142194690975,-12.4488737387823,0.503612276086248,0.192574320139374,3.28149467209801
Nidec Corp,JP Equity,6594 JP Equity,2.6,51,1.7,3,2.43333333333333,116.338333333333,9.02107751004174,2.99154799793631,7.67219860102851,14.5355761582751,0.084273852791479,0.867268076495419,3.2837749584827
SATS Ltd,SP Equity,SATS SP Equity,0.5,9,0.7,3,1.4,0.0613333333333333,15.7304405986981,2.73261585426972,11.7004828120215,16.5476721752255,0.0184889251079945,0.771618841911835,3.29071737590848
Lam Research Corp,US Equity,LRCX US Equity,1.8,35,1.9,1.7,1.8,2.79333333333333,16.792893696956,2.83003176817745,14.9035902807838,28.2524534676288,0.0998575010539653,0.765474518904551,3.2936691913571
Eisai Co Ltd,JP Equity,4523 JP Equity,3.4,67,4.2,4,3.86666666666667,48.9633333333333,9.03907021262263,2.16618682764375,3.59820197604136,6.33890422058204,0.11052652250737,0.559004767039733,3.29753310295185
Church & Dwight Co Inc,US Equity,CHD US Equity,2.2,43,3,4,3.06666666666667,0.933333333333333,22.9095928010449,2.70407922290236,12.618381827838,31.7273467668379,0.18159794246721,0.729398633393228,3.30495715933795
DENTSPLY SIRONA Inc,US Equity,XRAY US Equity,3,59,2,3.3,2.76666666666667,-0.698381333333333,-14.0482629184664,1.60585132210431,-11.6333872881479,-17.2191252395755,0.128535833187397,0.356551686496828,3.3068713806477
International Flavors & Fragrances Inc,US Equity,IFF US Equity,3.1,61,3.1,2.7,2.96666666666667,0.836666666666667,7.27808970316713,3.09698668181676,7.81223366229774,20.0516505652091,0.156672581582211,0.780076411310208,3.31211820726596
Terumo Corp,JP Equity,4543 JP Equity,2.8,55,1.6,1.6,2,56.1136666666667,13.1784633087282,2.09041329029475,7.35923976022408,14.5720454800688,0.194032933891211,0.555705358699283,3.31375611244526
Fastenal Co,US Equity,FAST US Equity,1.1,21,1.5,4,2.2,0.546666666666667,13.7774237919666,5.3221557081072,20.4093417166072,28.6659632712905,0.029988583272886,1.54677193376057,3.31599469113924
Procter & Gamble Co/The,US Equity,PG US Equity,3.3,65,3,3.4,3.23333333333333,0.996666666666667,15.6327119737629,2.34139543159316,9.62204984849601,21.5339710535893,0.163834345325042,0.53496958483796,3.32871998303359
Smith & Nephew PLC,LN Equity,SN/ LN Equity,4,79,2.4,3.3,3.23333333333333,0.507839,18.2379580074105,2.38237008238622,10.0854700854701,17.8330620785864,0.0992480649846514,0.626561472715319,3.32875274682147
Lonza Group AG,SW Equity,LONN SW Equity,3.2,63,2.8,2.7,2.9,6.622754,17.7210639827462,1.96759518967368,7.0423901445339,16.9626168224299,0.162670006132893,0.495198370356,3.33219811965885
Huntington Bancshares Inc/OH,US Equity,HBAN US Equity,3,59,1.4,3.7,2.7,0.303333333333333,31.4054872559488,1.0575934463351,1.14010530740135,11.3818273385167,0.790432238173483,0.0465939162700222,3.33562859605656
BB&T Corp,US Equity,BBT US Equity,1,19,1,4,2,0.83,24.5663763541039,1.05563214802528,1.13612997148607,8.75188473689596,0.711282145136385,0.0549508054935277,3.33942866938514
Singapore Telecommunications Ltd,SP Equity,ST SP Equity,3.5,69,3,4,3.5,0.0931,34.4978202570965,1.58053952248361,11.816590116483,19.8694498925146,0.178504450337437,0.368076642923307,3.34104946033004
Goldcorp Inc,CN Equity,G CN Equity,4,79,4,5,4.33333333333333,0.163333333333333,16.369210307435,0.876975738199196,2.66425856719348,4.18226277878525,0.237710325642918,0.158235928934506,3.34390097753624
SIA Engineering Co Ltd,SP Equity,SIE SP Equity,1.6,31,1.6,2.5,1.9,0.0440333333333333,17.9965919213375,2.21997348241918,9.63042271254802,11.8496348185493,0.00679720148498316,0.602071218174909,3.34821553706131
Shangri-La Asia Ltd,HK Equity,69 HK Equity,2.1,41,2.7,3.5,2.76666666666667,0.026964,8.02429528993357,1.11232388787184,1.1848757339854,2.50920642140349,0.745746287993003,0.164222620329696,3.34832580267853
Annaly Capital Management Inc,US Equity,NLY US Equity,1,19,1,4,2,0.683333333333333,64.8497112937478,1.00506729848146,2.40218892292825,17.6176482304658,5.67747950468031,0.0374395313723959,3.35215379011465
Santen Pharmaceutical Co Ltd,JP Equity,4536 JP Equity,3,59,1.8,2.5,2.43333333333333,21.51,15.4368794825324,2.14266826266303,8.64714554821715,11.4164858985285,0.027524608947475,0.620241722690318,3.35779252580864
Regions Financial Corp,US Equity,RF US Equity,1,19,1,4,2,0.293333333333333,24.7518126303347,1.03378503973978,1.03532065739624,7.86545085172941,0.390410857734253,0.0487554326819935,3.3681267204002
Dah Sing Banking Group Ltd,HK Equity,2356 HK Equity,2,39,1.7,2.7,2.13333333333333,0.631982,27.6166155029967,0.994729221500467,1.03014547009989,9.11768651293374,0.658246111481363,0.0357568809834843,3.37655486064974
Bank of New York Mellon Corp/The,US Equity,BK US Equity,5,99,3.2,3.7,3.96666666666667,1.04666666666667,28.2982034672165,1.0438476068666,1.13977406441914,10.5252273283756,1.25968716853563,0.0468911462093132,3.37828540655087
Kraft Heinz Co/The,US Equity,KHC US Equity,1.9,37,2.3,3.6,2.6,2.72,49.0254083169767,1.20556140219521,7.19832908012692,14.1673126710001,0.364139004775538,0.217121191975744,3.39096988707969
Yakult Honsha Co Ltd,JP Equity,2267 JP Equity,2,39,1.1,1.9,1.66666666666667,52.5186666666667,8.10623430076461,2.54110098066812,5.73433561882136,9.91995346040586,0.080822312923161,0.65816930043922,3.39104254238793
Intel Corp,US Equity,INTC US Equity,4.3,85,4.4,3.7,4.13333333333333,0.586666666666667,17.2197017411817,2.12035371720005,9.59123959295684,16.8364803692375,0.144486582129386,0.524583454761785,3.39138974016995
Martin Marietta Materials Inc,US Equity,MLM US Equity,0.7,13,1.4,2.9,1.66666666666667,2.84666666666667,18.0162000542635,2.03421789126702,7.6385061019265,13.9586108995886,0.180921237854632,0.498317707744021,3.39548146899129
Gentex Corp,US Equity,GNTX US Equity,2.5,49,2,2.3,2.26666666666667,0.393333333333333,24.2877424640782,2.68784274724961,17.1451238862017,20.2235096139425,0.00554212151866731,0.770269252392193,3.39896520065179
Bank of East Asia Ltd/The,HK Equity,23 HK Equity,4,79,1.7,3.7,3.13333333333333,0.92159,31.8951448388413,1.0050847279533,1.18718596156093,10.4184905278329,0.46427636719874,0.0354047380747951,3.40342241237496
Baxter International Inc,US Equity,BAX US Equity,4.4,87,3.4,3.2,3.66666666666667,0.35,7.0813226165339,2.48273391915506,5.233727294688,9.65956946471695,0.0978354448022244,0.644664841477356,3.4199394136397
Helmerich & Payne Inc,US Equity,HP US Equity,0,0,0.4,3.4,1.26666666666667,1.41333333333333,27.4558848221227,1.35154742626402,3.74854036537448,5.34006550787519,0.0767309756574502,0.306065837931622,3.43097797964514
DNB ASA,NO Equity,DNB NO Equity,5,99,3.5,4.3,4.26666666666667,3.49666666666667,42.8747373402222,1.01898027466212,0.80318061537816,10.7388486292261,4.10963483787622,0.0269432448371783,3.43914296102688
New York Community Bancorp Inc,US Equity,NYCB US Equity,1,19,1,3.7,1.9,0.223333333333333,37.0306883582111,1.00161532757085,0.936222013140761,7.10524055110277,2.05521210559722,0.0368508395381944,3.44424870424186
Gartner Inc,US Equity,IT US Equity,1,19,1.7,4,2.23333333333333,0.143333333333333,0.908742618482007,2.43151747415859,-0.588804677416488,-4.52292478917532,0.287329900566691,0.680769731380701,3.44770864339949
Shin-Etsu Chemical Co Ltd,JP Equity,4063 JP Equity,3.4,67,3,2.3,2.9,166.096666666667,19.1400110598461,1.83599295933339,8.48826367799748,10.5055552334728,0.00333318223485885,0.518388737831014,3.45099145121213
Franklin Resources Inc,US Equity,BEN US Equity,4,79,3.7,3.9,3.86666666666667,0.163333333333333,5.86199831750086,1.61863180323106,6.00115989062997,8.45257487259884,0.0532866522758987,0.375543929886461,3.47281054376129
Singapore Press Holdings Ltd,SP Equity,SPH SP Equity,1.3,25,3,3.5,2.6,0.0666666666666667,28.4879333149569,1.13978009907273,5.87537685065806,10.2179566707651,0.365133775149323,0.207657677131681,3.47892658202393
Tourmaline Oil Corp,CN Equity,TOU CN Equity,0.7,13,0,2.6,1.1,0.332000333333333,17.5778227525063,0.914568858204538,3.648777861563,5.12063547690926,0.233461742067969,0.192677532928082,3.48343222359545
Minth Group Ltd,HK Equity,425 HK Equity,0,0,0.8,2,0.933333333333333,0.852785,15.8848394369282,2.80442714555147,12.2151623082905,17.8352814943898,0.0677178907214624,0.686646979701911,3.48938755576772
Kose Corp,JP Equity,4922 JP Equity,2.5,49,2.7,2.5,2.56666666666667,128.466666666667,9.44322628525155,4.16563066146896,11.5417082832757,17.0637449062428,0.00131432915190443,1.20361545219559,3.48986972402092
Nitori Holdings Co Ltd,JP Equity,9843 JP Equity,0.5,9,0.4,1.5,0.8,144.9175,11.1428480938514,3.80145728030951,12.5771778866404,15.6197313001105,0.00424513548757938,1.11097827397299,3.49085007588069
Pembina Pipeline Corp,CN Equity,PPL CN Equity,0.6,11,1.8,3.5,1.96666666666667,0.546666666666667,18.5477460560705,1.48398212620758,4.32332709761409,8.72834900035875,0.313358278076696,0.281448991346467,3.49902267756709
CI Financial Corp,CN Equity,CIX CN Equity,1,19,0.8,3.6,1.8,0.536666666666667,25.7674012807937,2.40749760342851,13.5270258806386,28.8036803897344,0.152881846524533,0.553687714707881,3.49951150495875
Potash Corp of Saskatchewan Inc,CN Equity,POT CN Equity,3.5,69,3.2,4.3,3.66666666666667,-0.015,-1.36777580036493,1.48629148514994,2.24853445757077,4.69276692841267,0.288104666056072,0.263114622383718,3.50128431762152
Informa PLC,LN Equity,INF LN Equity,1,19,3,5,3,0.236955,23.1655188791261,1.76243667713661,6.27386962524059,14.1307308216069,0.251074373940513,0.35422271934863,3.50581618896074
Nissan Chemical Corp,JP Equity,4021 JP Equity,1.6,31,1.2,3,1.93333333333333,42.7033333333333,12.8561357577937,3.0209163546795,12.0441298360858,16.4884953657826,0.0295096241943913,0.845887240796043,3.50693678916893
Fidelity National Information Services Inc,US Equity,FIS US Equity,1,19,1.7,4.5,2.4,1.23666666666667,18.0020612456093,1.85395626064614,4.26310171969362,10.4996853943667,0.286296356363432,0.359981772593011,3.51166935309779
Infineon Technologies AG,GR Equity,IFX GR Equity,3.7,73,3.5,2.7,3.3,0.246666666666667,15.370230994368,2.90936307652074,9.33028541061904,16.3493117047442,0.0729568294420572,0.740797415858152,3.51309576976836
Fortum OYJ,FH Equity,FORTUM FH Equity,3.7,73,3.3,4.3,3.76666666666667,0.37,26.7183747905599,1.1094103745631,3.91883538350996,6.47059303460533,0.307343621320235,0.209547949907573,3.51338995024659
Challenger Ltd/Australia,AU Equity,CGF AU Equity,4,79,3.2,3.6,3.6,0.331,17.321159471678,1.2079355477938,1.70810027835708,12.528,0.830538619406975,0.0942269264666102,3.51814097993244
Garmin Ltd,US Equity,GRMN US Equity,2.6,51,2.3,3,2.63333333333333,0.74,17.8857261722228,2.42783271572253,13.9013105219565,18.146398812957,0,0.65532751076761,3.53066905118493
Bankinter SA,SM Equity,BKT SM Equity,5,99,3.2,4.3,4.16666666666667,0.147592666666667,27.6592040204403,1.04114527216264,0.709710646323558,11.6255524013801,2.78101557676793,0.0304029834841726,3.55264626859113
EDP Renovaveis SA,PL Equity,EDPR PL Equity,3.6,71,4,5,4.2,0.0901803333333333,16.5158655849901,1.00464064633909,1.57537075543501,4.11057118006343,0.529229302806171,0.111564185308834,3.55956917402641
Mitsubishi UFJ Lease & Finance Co Ltd,JP Equity,8593 JP Equity,3,59,2,2.6,2.53333333333333,18.3066666666667,39.9851506426197,0.976143802388587,1.08211639120709,8.83056282553355,7.53520100710088,0.0299576094423759,3.56590252351776
Amazon.com Inc,US Equity,AMZN US Equity,2.1,41,2.3,3,2.46666666666667,2.58,2.28228871703888,5.40011043731537,2.89769322977641,12.268812535698,0.0637216934520891,1.75057587741448,3.57299117048284
Julius Baer Group Ltd,SW Equity,BAER SW Equity,4,79,3,4,3.66666666666667,1.619524,19.6732318710833,1.07316738384928,0.726130818937096,12.6367124466597,0.6402263756854,0.0381146561387314,3.57468753407999
United Overseas Bank Ltd,SP Equity,UOB SP Equity,1,19,1.5,4,2.16666666666667,0.541618,40.1236469844048,1.02491049564581,0.979318836019285,10.4758150319282,0.894853641314063,0.0353854666717542,3.57727684056606
Starbucks Corp,US Equity,SBUX US Equity,3,59,3.1,3.1,3.06666666666667,0.863333333333333,20.6097942587661,5.43946289269187,24.8965910365231,70.6420063091206,0.0615959083175792,1.47832843485762,3.58188652171046
Hologic Inc,US Equity,HOLX US Equity,3,59,0.4,4,2.46666666666667,-0.23,-8.20668912363343,2.02100369930709,7.39946091515979,21.7617689834317,0.30409910600552,0.401686162010355,3.58975082033868
Danaher Corp,US Equity,DHR US Equity,1,19,2,2.3,1.76666666666667,0.953333333333333,13.8481981797456,1.81422398065098,5.47142082936091,9.96365654634927,0.167637537995883,0.405083383945732,3.59520306323455
Monsanto Co,US Equity,MON US Equity,3.8,75,3,3.9,3.56666666666667,1.24666666666667,12.0574338117759,3.04649395803429,11.0662547747612,40.7652633297674,0.157651119940785,0.679915036808538,3.61365347169604
EQT Corp,US Equity,EQT US Equity,3,59,2.6,4.6,3.4,-0.00333333333333385,8.23780461000758,1.13890314474042,1.9419543441189,4.53636385198678,0.419001417457496,0.156381395824178,3.61387387604206
Rockwell Automation Inc,US Equity,ROK US Equity,3.2,63,3.2,5,3.8,0.513333333333333,3.71396056258864,4.0474117865418,7.63682153081114,24.3719107846661,0.0789573899058733,0.914056656428557,3.63550640169311
Stockland,AU Equity,SGP AU Equity,3.4,67,3.7,4.6,3.9,0.283,51.1593118922962,1.0281000983813,6.48502713573377,11.71027758432,0.354261323087082,0.160445191327585,3.63993421252641
Aon PLC,US Equity,AON US Equity,1,19,2.3,2.9,2.06666666666667,1.01,8.82537948868754,2.11840199219935,5.62061401375593,28.01066693151,0.170446816880699,0.383525659874579,3.64693161306903
Industria de Diseno Textil SA,SM Equity,ITX SM Equity,5,99,4.4,5,4.8,0.27143825,13.2268276417857,4.98918670844894,16.8110361368312,27.1531354662138,0.00120591751174175,1.26486073570557,3.66862652575053
Abbott Laboratories,US Equity,ABT US Equity,3.5,69,3.4,3.2,3.36666666666667,0.0333333333333333,1.1919178800361,1.92689845499019,1.72511178357806,3.77877868039788,0.247391158206321,0.425328836491196,3.67243456703298
Tokyo Century Corp,JP Equity,8439 JP Equity,3,59,2.7,2.6,2.76666666666667,127.546666666667,32.160006210224,1.05891473835948,1.33458263924681,13.3327186082514,4.70975326156708,0.045602845795308,3.67355509364265
Seven Bank Ltd,JP Equity,8410 JP Equity,3,59,1.4,1.7,2.03333333333333,5.184,19.3390941985273,1.2303584014246,2.52971240030268,12.7819135441953,0.2477898228697,0.122982526947801,3.68400640710054
Bankia SA,SM Equity,BKIA SM Equity,5,99,4,4.3,4.43333333333333,0.0237133333333333,-0.599262043645998,0.991904998777779,0.311983518703093,4.4510275101094,4.99605660384347,0.015365530551816,3.68916929007528
People's United Financial Inc,US Equity,PBCT US Equity,1,19,1,4,2,0.29,26.7334258450325,1.01650024313609,0.80152472829205,6.22549723380255,0.776627605215326,0.03914364979216,3.69388672334075
Koninklijke Vopak NV,NA Equity,VPK NA Equity,2.6,51,2.6,3.1,2.76666666666667,0.678946,13.6035186930569,1.42780200901359,4.40143972327397,9.64813410660491,0.368737293571771,0.244173327724022,3.69649323641082
Brown & Brown Inc,US Equity,BRO US Equity,1,19,1,2.9,1.63333333333333,0.425,24.5348650709656,1.7054529005877,6.40194235398343,14.2310812624466,0.139656791424898,0.327009797154295,3.71085653070786
Symantec Corp,US Equity,SYMC US Equity,4,79,4,3,3.66666666666667,0.696666666666667,35.7229760249664,1.84312133003476,3.93802614370971,14.7757147401363,0.336627681401148,0.284436132702052,3.71102340095416
Applied Materials Inc,US Equity,AMAT US Equity,2.9,57,3.4,3.7,3.33333333333333,0.7525,19.3449989581281,3.43184794760541,18.1434813676769,39.4632658413303,0.0983308301959426,0.871187507968303,3.71538320443193
Illinois Tool Works Inc,US Equity,ITW US Equity,2.5,49,2.5,2.9,2.63333333333333,1.18666666666667,11.0081000472802,3.98262885117379,12.0351966458853,42.0415177728753,0.152733938506023,0.89844068206809,3.71908937848144
Trimble Inc,US Equity,TRMB US Equity,0.8,15,1.6,2.3,1.56666666666667,0.106666666666667,3.75156462917248,2.64351202414872,3.63805074804984,6.10656809165203,0.089824490962512,0.651116273068629,3.72008809096654
Weyerhaeuser Co,US Equity,WY US Equity,3.8,75,2.9,3.6,3.43333333333333,0.293333333333333,12.0778810271537,1.95365357503604,3.75494616782884,7.83887183591155,0.247000010385197,0.379849610301888,3.72062853839434
Gilead Sciences Inc,US Equity,GILD US Equity,1,19,3.7,1.4,2.03333333333333,0.1,2.33247144106191,2.15996293597023,10.6781410098752,32.0140421365436,0.300325375775692,0.421552237129802,3.72844099455878
Investment AB Latour,SS Equity,LATOB SS Equity,0.5,9,0.5,1.7,0.9,1.057754,26.368261648738,2.60488822335378,10.700926403903,14.0469823067019,0.0712844241284295,0.380015890483488,3.72877577910986
Amundi SA,FP Equity,AMUN FP Equity,4,79,3.7,3.1,3.6,2.025862,15.0121266664633,1.32060739613903,4.16219228074231,9.17723967940399,0.459586136425774,0.25121308996258,3.72948523799992
US Bancorp,US Equity,USB US Equity,4,79,1.6,3.9,3.16666666666667,0.943333333333333,29.6778371356793,1.0949460447945,1.366012593198,13.8482627516622,0.578207191986182,0.0525769579706218,3.73850102134636
Estee Lauder Cos Inc/The,US Equity,EL US Equity,3.5,69,3.2,2.7,3.13333333333333,0.833333333333333,9.12199411760176,4.38655735938727,10.4586817137843,28.2645889510434,0.0809203209652747,1.10151098276488,3.73853539842229
Zions Bancorporation,US Equity,ZION US Equity,1,19,0.4,3.7,1.7,0.826666666666667,25.9006631556198,1.04265422815838,0.970062203942718,8.3212935914699,0.514522944285161,0.0423127533942122,3.74136076199364
Apple Inc,US Equity,AAPL US Equity,4,79,2.6,3.3,3.3,2.91666666666667,21.9035559880082,2.80959805501503,14.2523759173787,38.2669791196368,0.136151520196382,0.670285576777801,3.74138584356389
TransCanada Corp,CN Equity,TRP CN Equity,2.2,43,2.3,4.3,2.93333333333333,0.836666666666667,22.5421097611689,1.35060458281254,3.16791197488722,12.6258857068543,0.851362091834204,0.154102769682548,3.74223132168031
Amorepacific Corp,KS Equity,090430 KS Equity,3.3,65,3.2,3,3.16666666666667,1297.331995,6.68747904129845,3.400681031943,7.55150925513091,8.71397920834352,0.00814826030691675,0.974620663782341,3.74354510240194
UOL Group Ltd,SP Equity,UOL SP Equity,1.8,35,1.5,3.3,2.2,0.316188,46.4467136349804,0.885747214910505,5.62396076013968,10.0219285568536,0.506232403604769,0.129382374044729,3.74654110116742
Praxair Inc,US Equity,PX US Equity,3.9,77,4,4,3.96666666666667,1.06,10.2873787206632,2.7457352432675,6.95890993624581,24.3181858933141,0.21521672501393,0.569880640390955,3.75201114129576
Newcrest Mining Ltd,AU Equity,NCM AU Equity,2.6,51,2.7,4.1,3.13333333333333,0.128,5.70762958648806,1.5300605568035,1.92476709439269,2.97150610583446,0.155016850092148,0.297679732817718,3.75655813527214
L E Lundbergforetagen AB,SS Equity,LUNDB SS Equity,0.8,15,0.6,2.1,1.16666666666667,4.5,22.3695090620604,1.10837017204007,5.35307560313491,11.2518133311253,0.206250220701878,0.161805677955201,3.75803017808444
Dominion Energy Inc,US Equity,D US Equity,3,59,2.6,4,3.2,1.28,25.434402738071,1.41353758349671,3.6087446484775,16.741372272994,0.778172895820485,0.170144604241019,3.75842302243263
TripAdvisor Inc,US Equity,TRIP US Equity,0,0,0.8,2.3,1.03333333333333,-0.126666666666667,-6.38357071875618,2.74197054894951,0.271734582170408,0.377134811114762,0.0352940867489586,0.68426466465011,3.76226282343704
Roche Holding AG,SW Equity,ROG SW Equity,4.4,87,4.7,3.3,4.13333333333333,3.699883,11.7084028937117,3.40013767958031,11.2485748721457,34.2905942167143,0.0996608830988316,0.694472132642757,3.7654544364888
Medtronic PLC,US Equity,MDT US Equity,5,99,3,4.3,4.1,0.5725,10.3590781941142,1.65282115434789,3.8726356404585,7.44140307652091,0.268215644240252,0.307272271130618,3.7666366020371
Wynn Macau Ltd,HK Equity,1128 HK Equity,0.7,13,1.2,2,1.3,0.406872,10.9536638180143,3.92123511936846,8.61168678887144,135.702778711883,0.242320303514799,0.838727245317415,3.76922233872303
Norfolk Southern Corp,US Equity,NSC US Equity,2.8,55,2.5,4,3.1,5.87,62.6459167555032,1.67205403254722,12.0355425175855,30.1365157739242,0.256685221573814,0.298684265141487,3.77080743242644
Sampo Oyj,FH Equity,SAMPO FH Equity,3,59,1.6,2.9,2.5,1.09375333333333,38.6329791563613,1.25035217827804,5.17442445771626,18.3088752487126,0.150341576924199,0.15225870167535,3.77097867021552
Domino's Pizza Enterprises Ltd,AU Equity,DMP AU Equity,0.8,15,1.5,2.8,1.7,0.665,10.3389958900514,4.17697262466164,9.66323450522537,29.4060403392548,0.0983626860766273,0.952968613098833,3.77876957437032
Pernod Ricard SA,FP Equity,RI FP Equity,4.4,87,3.8,3,3.73333333333333,4.32142,22.5698543880362,1.69303731583716,5.28359518432468,11.5229253773652,0.233294105553351,0.293457245446717,3.79068014692144
Pola Orbis Holdings Inc,JP Equity,4927 JP Equity,2.3,45,1.2,2,1.83333333333333,29.5233333333333,10.5482231033086,3.72364842419399,11.4802172590779,14.2353685800085,0.00376029680739484,1.03281103234526,3.79719126273606
Varian Medical Systems Inc,US Equity,VAR US Equity,2.7,53,2.2,3,2.63333333333333,0.16,1.55611784108281,3.67583386222863,4.82688220196775,10.7816961701611,0.0311558599304519,0.807438137016873,3.7993861153325
Roche Holding AG,SW Equity,RO SW Equity,4.4,87,4.7,3.3,4.13333333333333,3.699883,11.7084028937117,3.40013767958031,11.2485748721457,34.2905942167143,0.0996608830988316,0.694472132642757,3.81143915618301
Haitong International Securities Group Ltd,HK Equity,665 HK Equity,1,19,1.7,1.7,1.46666666666667,0.368767,48.0864767187357,0.993595267925217,2.31436868273784,12.6678551306428,2.13019200738745,0.0542701241848222,3.81587349324674
Amphenol Corp,US Equity,APH US Equity,0.4,7,0.5,2.3,1.06666666666667,0.48,7.99418560739084,3.2994303529734,8.55654621880242,20.1892510828756,0.131028206825438,0.771131555577579,3.81740407210061
AstraZeneca PLC,LN Equity,AZN LN Equity,4.4,87,4.2,3.7,4.1,0.613333333333333,13.3647610836413,2.13541780129388,4.94223068887315,22.7388143525977,0.222779549237498,0.354527962510084,3.81932393576354
Fortive Corp,US Equity,FTV US Equity,1.1,21,2.4,3,2.16666666666667,0.83,16.5143536458962,3.15056952415426,11.1879129112584,31.6159739734385,0.148165700598745,0.726853596909618,3.82278834748426
Thermo Fisher Scientific Inc,US Equity,TMO US Equity,0.8,15,1.4,2.3,1.5,1.37,9.68648159857655,1.93884499416357,4.398002901506,9.63781803662928,0.254215183099681,0.405755244683185,3.82435749300904
Investor AB,SS Equity,INVEB SS Equity,0.3,5,0.8,3.6,1.56666666666667,3.82666666666667,20.7709512800077,0.888020688244943,10.0309875419356,12.2611417096638,0.196864571902928,0.186401379374732,3.83045853734223
QUALCOMM Inc,US Equity,QCOM US Equity,3.6,71,4,3,3.53333333333333,-1.22333333333333,-29.4533122095461,1.89619826235608,-3.51413694859638,-7.91958553134204,0.263464264409535,0.379188986647115,3.83264377871902
Eli Lilly & Co,US Equity,LLY US Equity,3.8,75,4.3,3.6,3.9,0.0366666666666665,1.42764932031156,2.73908230342044,2.59174750594545,6.95840495604092,0.140888158033471,0.557670501900395,3.83793548523372
Huabao International Holdings Ltd,HK Equity,336 HK Equity,0.2,3,0.3,2,0.833333333333333,0.241444336847969,32.1972896124279,1.19669791801492,9.60727817101389,11.5516842316256,0.00748014635956122,0.308204689765429,3.84385930073857
PNC Financial Services Group Inc/The,US Equity,PNC US Equity,5,99,2.8,4.3,4.03333333333333,2.95333333333333,35.2425847547736,1.06568912032719,1.34951284602136,11.2940808578628,0.860327877386785,0.0481604962258127,3.84429111199243
AMETEK Inc,US Equity,AME US Equity,0.4,7,0.4,1.9,0.9,0.83,16.8281644392105,2.59035454977209,8.68555823636713,17.7346290090453,0.141495009325159,0.572815763291704,3.85451061536386
Frutarom Industries Ltd,IT Equity,FRUT IT Equity,0.2,3,0.4,1.4,0.666666666666667,0.7,11.3518998289748,3.12640671261969,8.18108429093969,19.3875219010938,0.136916621325797,0.749473213342914,3.86231423940285
Cie Financiere Richemont SA,SW Equity,CFR SW Equity,4,79,4,3.3,3.76666666666667,1.0822775,10.9867728020764,2.29025004752722,6.84500447714613,9.65512017212341,0.0897039144132239,0.523662261818132,3.87218720336343
Novartis AG,SW Equity,NOVN SW Equity,5,99,4.8,4,4.6,0.87,15.6897514504464,1.90639610491527,5.61687322957486,10.3472310365825,0.144553048342045,0.377657257420872,3.87702318151661
Grifols SA,SM Equity,GRF SM Equity,3.8,75,0.6,3.3,2.56666666666667,0.258804666666667,16.7312947421213,2.17462229368736,5.93318110302899,17.3264953218892,0.399817231714838,0.403958323380337,3.877702813419
Becton Dickinson and Co,US Equity,BDX US Equity,5,99,3,3.3,3.76666666666667,0.106666666666667,1.87622676910955,1.77174880551594,1.53618591251536,4.29464634953443,0.389384482547663,0.344195489967156,3.89165706105517
William Demant Holding A/S,DC Equity,WDH DC Equity,4,79,2.4,2.3,2.9,3.754213,14.3327348892879,3.24617608704229,11.0418633931382,24.3814289685849,0.112608538438137,0.830280138495436,3.92002961509748
Anheuser-Busch InBev SA/NV,BB Equity,ABI BB Equity,4,79,3.2,2.8,3.33333333333333,2.580122,17.3415132924335,1.58471601284972,3.16982717781914,11.1114199160668,0.529408030887911,0.223759036049054,3.93150988556475
Svenska Handelsbanken AB,SS Equity,SHBA SS Equity,4,79,3.3,3.9,3.73333333333333,2.04666666666667,36.1569240919185,1.0283863496324,0.558699194733065,11.7633607150074,7.06573228990595,0.0194709674365446,3.93309122267065
Paddy Power Betfair PLC,LN Equity,PPB LN Equity,2,39,3.7,4,3.23333333333333,1.546325,14.2966027874564,0.778283065486456,4.38889168892697,4.99770431588614,0.0153843323155903,0.351877425532987,3.96068475232987
Mirvac Group,AU Equity,MGR AU Equity,3.3,65,3,4,3.43333333333333,0.125,68.2819383259912,1.0367433367006,9.0385003023584,14.22227860949,0.367744857725005,0.159403346099577,3.96628780511082
CK Asset Holdings Ltd,HK Equity,1113 HK Equity,0.9,17,1.5,2.6,1.66666666666667,4.250832,54.9187489079154,0.913943312951235,7.08677625194813,10.7253925671694,0.31804615706365,0.135374481724351,3.97984273584771
Oversea-Chinese Banking Corp Ltd,SP Equity,OCBC SP Equity,1,19,1.5,4.1,2.2,0.251333333333333,43.9148647476285,1.02804631876021,0.936272712396053,10.8303989207348,0.811499052898925,0.0304956426027313,3.98169191043317
Kobayashi Pharmaceutical Co Ltd,JP Equity,4967 JP Equity,1.5,29,1.2,2.3,1.66666666666667,53.412,10.461894999913,2.93859301030442,7.37321776314447,10.091444912539,0.00148245756499032,0.75126370570038,3.98613419122186
